Name	Length	EffectiveLength	PBMC1.CC7W2ANXX.SM2.120717p2.C2	PBMC1.CC7W2ANXX.SM2.120717p2.C6	PBMC1.CC7W2ANXX.SM2.120717p3.B6	PBMC1.CC7W2ANXX.SM2.120717p4.A11	PBMC1.CC7W2ANXX.SM2.120717p4.A3	PBMC1.CC7W2ANXX.SM2.120717p4.B1	PBMC1.CC7W2ANXX.SM2.120717p4.C8	PBMC1.CC7W2ANXX.SM2.120717p4.D5	PBMC1.CC7W2ANXX.SM2.120717p4.E2	PBMC1.CC7W2ANXX.SM2.120717p4.E3	PBMC1.CC7W2ANXX.SM2.120717p4.F5	PBMC1.CC7W2ANXX.SM2.120717p4.H11	PBMC1.CC7W2ANXX.SM2.120717p5.A10	PBMC1.CC7W2ANXX.SM2.120717p5.B5	PBMC1.CC7W2ANXX.SM2.120717p5.C12	PBMC1.CC7W2ANXX.SM2.120717p5.D11	PBMC1.CC7W2ANXX.SM2.120717p5.G1	PBMC1.CC7W2ANXX.SM2.120717p5.G10	PBMC1.CC7W2ANXX.SM2.120717p5.G2	PBMC1.CC7W2ANXX.SM2.120717p6.A12	PBMC1.CC7W2ANXX.SM2.120717p6.C8	PBMC1.CC7W2ANXX.SM2.120717p6.D11	PBMC1.CC7W2ANXX.SM2.120717p6.E10	PBMC1.CC7W2ANXX.SM2.120717p6.F10	PBMC1.CC7W2ANXX.SM2.120717p6.G7	PBMC2.CC86JANXX.SM2.011818p1.A11	PBMC2.CC86JANXX.SM2.011818p1.A8	PBMC2.CC86JANXX.SM2.011818p1.C4	PBMC2.CC86JANXX.SM2.011818p1.E9	PBMC2.CC86JANXX.SM2.011818p3.A10	PBMC2.CC86JANXX.SM2.011818p3.B8	PBMC2.CC86JANXX.SM2.011818p3.C7	PBMC2.CC86JANXX.SM2.011818p3.D10	PBMC2.CC86JANXX.SM2.011818p3.E6	PBMC2.CC86JANXX.SM2.011818p3.F7	PBMC2.CC86JANXX.SM2.011818p3.F9	PBMC2.CC86JANXX.SM2.011818p3.G10	PBMC2.CC86JANXX.SM2.011818p3.G3	PBMC2.CC86JANXX.SM2.011818p3.H4	PBMC2.CC86JANXX.SM2.011818p4.A11	PBMC2.CC86JANXX.SM2.011818p4.A4	PBMC2.CC86JANXX.SM2.011818p4.A5	PBMC2.CC86JANXX.SM2.011818p4.A9	PBMC2.CC86JANXX.SM2.011818p4.B12	PBMC2.CC86JANXX.SM2.011818p4.B3	PBMC2.CC86JANXX.SM2.011818p4.C1	PBMC2.CC86JANXX.SM2.011818p4.C2	PBMC2.CC86JANXX.SM2.011818p4.C4	PBMC2.CC86JANXX.SM2.011818p4.C6	PBMC2.CC86JANXX.SM2.011818p4.D11	PBMC2.CC86JANXX.SM2.011818p4.D2	PBMC2.CC86JANXX.SM2.011818p4.D3	PBMC2.CC86JANXX.SM2.011818p4.E1	PBMC2.CC86JANXX.SM2.011818p4.E11	PBMC2.CC86JANXX.SM2.011818p4.E7	PBMC2.CC86JANXX.SM2.011818p4.F10	PBMC2.CC86JANXX.SM2.011818p4.F3	PBMC2.CC86JANXX.SM2.011818p4.F4	PBMC2.CC86JANXX.SM2.011818p4.F7	PBMC2.CC86JANXX.SM2.011818p4.G3	PBMC2.CC86JANXX.SM2.011818p4.G9	PBMC2.CC86JANXX.SM2.011818p4.H10	PBMC2.CC86JANXX.SM2.011818p4.H8	PBMC2.CC86JANXX.SM2.011818p5.A10	PBMC2.CC86JANXX.SM2.011818p5.A4	PBMC2.CC86JANXX.SM2.011818p5.B1	PBMC2.CC86JANXX.SM2.011818p5.B12	PBMC2.CC86JANXX.SM2.011818p5.B4	PBMC2.CC86JANXX.SM2.011818p5.C11	PBMC2.CC86JANXX.SM2.011818p5.C2	PBMC2.CC86JANXX.SM2.011818p5.C3	PBMC2.CC86JANXX.SM2.011818p5.D10	PBMC2.CC86JANXX.SM2.011818p5.E10	PBMC2.CC86JANXX.SM2.011818p5.E11	PBMC2.CC86JANXX.SM2.011818p5.E3	PBMC2.CC86JANXX.SM2.011818p5.E8	PBMC2.CC86JANXX.SM2.011818p5.E9	PBMC2.CC86JANXX.SM2.011818p5.G6	PBMC2.CC86JANXX.SM2.011818p5.G9	PBMC2.CC86JANXX.SM2.011818p5.H8
ENST00000418997.1|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259023.3|YWHAZ-208|YWHAZ|996|protein_coding|	996	669.589	0.527391	0	0	0	0	2.05359	0	7.27811	4.16354	0	1.94794	11.7262	0	0	0	0	0	2.70315	0	1.51465	0	0	0	5.08677	1.20083	0	0	0	0	0	0	2.37774	5.53579	0	0	0	0	0	0	6.61623	0	0.000629035	10.3756	14.3154	0	0	0	0	0.630729	7.77292	1.84472	0	6.71914	6.0692	2.81114	0	0	0	0	0	0	4.9904	0	3.88962	9.24474	2.26165	0	0	3.20854	0	0	0	1.5741	0	3.1434	0.249046	2.41445	0	0	0.824154
ENST00000437293.5|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259022.3|YWHAZ-210|YWHAZ|701|protein_coding|	701	380.773	0	25.8443	28.0117	1.83348	0	5.52528	7.01987	2.79354	10.1197	2.37319	22.1358	15.9896	7.63394	11.351	0	6.86113	7.95829	6.53309	50.5172	16.0872	0	1.58289	0	2.57432	28.6175	5.26153	5.1512	0	0	0	0	2.91625	0	0	0	0	0	0	17.3303	20.3325	0.346749	11.6657	0	4.11738	9.48022	2.86818	0	0	0	6.21309	5.85124	6.75027	14.7064	10.4576	9.13696	0	1.54391	2.31617	0	8.72428	21.0693	0	0	1.0562	16.7532	5.79685	10.1022	0	1.01766	5.8897	0	0	7.85304	0	4.38823	15.1532	14.8446	5.25373	0	22.6021
ENST00000523131.1|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000380247.3|YWHAZ-221|YWHAZ|567|protein_coding|	567	259.255	15.968	6.15847	12.1506	0	3.72917	0	0	0.155369	8.85343	6.56958	8.34302	0	4.16784	0	0	0	3.03427	4.52297e-05	0	0	0	12.8139	3.01895	3.38682	2.72781	9.52706	0	0	0	4.16342	3.96085	1.64159	6.09504	2.3231	3.0054	0	0	0	4.29595	0	0	2.03237	4.58207	5.98983	1.65584	0	0	0	5.54536	0	0	4.22691	0	5.39183	6.56436	0	0	2.49761	0	0	4.05073	10.6599	12.7338	0	10.5253	3.42597	0	7.18199	0	0	0	0	0	21.27	1.82666	6.34174	0.272588	0	0	0
ENST00000394920.6|ENSG00000161016.17|OTTHUMG00000165249.3|OTTHUMT00000382946.1|RPL8-202|RPL8|965|protein_coding|	965	638.997	0.289769	33.3159	34.2619	59.9778	45.8775	272.871	4.72844e-06	0.000491857	102.637	78.0866	0.222166	124.042	505.397	1.25482e-08	8.42933e-06	5.722	88.0995	2.71289e-05	10.6687	44.2404	2.14465	0.0205726	4.06356	0.000506056	11.7554	11.2146	3.36883e-07	0	0.0152795	8.93657e-05	0.129841	0.000164968	280.732	0.106457	1.40689e-07	57.0493	101.404	202.767	85.8433	125.099	0.0184002	154.33	32.0176	3.23897	70.961	0	1.69746	121.9	18.1577	0	217.315	0.100889	0.00299417	0	3.21169e-05	2.01492	15.389	3.45323e-07	0.651968	72.8905	168.298	0	8.76821e-06	102.314	8.67326e-05	91.8825	7.27553	25.4395	4.52067e-06	26.8759	67.0662	0.0491476	0	51.9387	1.75373e-07	0.00930902	0.00374292	45.417	0	3.72958e-05
ENST00000262584.7|ENSG00000161016.17|OTTHUMG00000165249.3|OTTHUMT00000382948.1|RPL8-201|RPL8|1041|protein_coding|	1041	713.766	954.695	1516.36	433.457	1121.82	593.231	1388.86	666.628	1167.18	638.701	902.742	872.008	1412.15	765.136	1094.87	1320.87	1673.23	715.718	1378.75	1274.11	1119.15	86.9199	294.546	2183.8	1237.28	904.974	555.607	337.529	392.786	200.072	387.897	169.798	145.791	131.512	174.9	535.527	255.108	667.004	564.552	644.26	271.548	200.527	194.365	522.199	218.047	199.774	425.477	226.101	58.7666	349.193	104.717	99.1197	254.142	468.098	184.304	396.014	512.842	130.867	423.165	1516.98	120.322	493.456	596.566	512.618	364.474	406.665	456.416	478.628	79.4497	386.986	577.337	292.797	304.75	539.176	351.294	209.694	467.691	500.19	238.932	347.506	496.475
ENST00000533397.5|ENSG00000161016.17|OTTHUMG00000165249.3|OTTHUMT00000382953.2|RPL8-213|RPL8|730|protein_coding|	730	408.445	0.26128	0.0217475	0.0494619	1.61537	8.46739e-06	18.2395	0.004903	221.933	84.6122	92.9758	4.29709e-08	38.1336	0	0.00826096	4.15012	84.7224	0	4.74914	61.8412	0.00333463	12.948	30.2229	105.619	98.9805	91.7568	62.4615	94.7351	33.4757	48.9985	0	22.1107	23.6973	0	0.929753	102.007	25.3324	136.654	0	139.972	20.2739	18.8339	28.2288	50.6729	27.0982	0	51.8973	0.512793	0	0	0	0	0	0	0	65.0629	32.581	6.12057	0	67.1476	0	3.49679	36.702	66.7284	64.2516	30.6085	2.52779	159.374	20.9289	52.1131	7.27007	0.000649669	45.0267	38.4533	8.67858	4.45497	41.8117	7.95582	16.4304	56.2285	22.1549
ENST00000532702.1|ENSG00000161016.17|OTTHUMG00000165249.3|OTTHUMT00000382954.1|RPL8-212|RPL8|745|protein_coding|	745	422.916	127.965	7.13589	89.5461	1.20027e-06	1.91026e-05	3.34626e-05	1.35501e-05	1.03141e-07	75.5556	0	0	0.113533	0	0.00448837	0.335479	0.0954938	0	0	2.88749e-05	0.182183	16.4271	1.03111	0	0	130.838	60.8136	0.134204	6.26269e-06	0	0	15.5506	0.0924233	0	4.1911	39.8327	0	0	151.023	0	1.95745	17.0528	0	7.59375e-07	57.5287	0.000155976	0	8.35388	0.170262	1.30675e-07	0	0	79.3013	68.5961	0	0	2.40016e-06	11.9434	0	30.8083	0	0.00137441	0	18.0282	0.00185751	0	0.139201	1.27481	0	3.54193	1.47473e-06	31.7574	0	0	0.508972	0	0	23.6033	0.0575861	0	31.0259
ENST00000545128.5|ENSG00000099139.14|OTTHUMG00000020039.4|-|PCSK5-205|PCSK5|9538|protein_coding|	9538	9210.77	0	2	1	253	2	0	0	0	0	0	0	0	2.19365	0	0	0	1	1	0	1	0	3	0	7.92042	0	0	0	0	0	0	0	1	0	0	1	1.00471	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1.11578	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1.88217	0	3	1.0019
ENST00000376767.7|ENSG00000099139.14|OTTHUMG00000020039.4|OTTHUMT00000052718.1|PCSK5-202|PCSK5|2845|protein_coding|	2845	2517.77	3075	2140	4172	452	3	0	44	1622	2724	3968	3322	4238	3226	199	2381	6081	8605	4252	91815	4449	6712	1304	176	7322	204	4	40	458	375	64	10	166	11260	945	109	2715	1	6	3600	339	177	802	568	307	32	340	174	134	218	670	135	739	609	442	33	709	577	2364	176	123	997	0	790	3572	194	404	0	2216	341	1939	1206	65	241	669	781	7	1060	196	321	827
ENST00000323345.11|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054869.2|RPL7A-202|RPL7A|887|protein_coding|	887	561.957	621	1481.87	1453.49	1075.84	305	1024.7	121.868	2073.74	1021.75	483.934	1717.02	1228	1638.91	1110.9	2099.73	1353.92	1765.73	1384.85	0	772.926	975.4	1127.48	1961.33	1915.44	385.818	1380.65	289	826.913	749.488	591.43	260	230	418.025	489.87	711.883	486.66	1497.94	956.787	1224.92	38	58.9561	107	60	251.837	295	816.991	355.467	346	191.55	91	573.781	675.528	648	265	132.265	690	308	1055.8	189.747	262.018	1190.73	1169.36	532.951	686.835	782.923	580.863	847.785	528.398	495.766	1133.89	350.098	849.96	334	1013.48	334	661.621	203.502	309.943	653.954	687.795
ENST00000426651.1|ENSG00000148303.17|OTTHUMG00000020864.3|OTTHUMT00000054864.2|RPL7A-203|RPL7A|1057|protein_coding|	1057	729.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.3295	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000532491.5|ENSG00000156738.18|OTTHUMG00000167614.6|OTTHUMT00000395399.2|MS4A1-208|MS4A1|558|protein_coding|	558	251.647	0.904472	0	5.70087	15.3527	3.02867	0	57.4832	0	1.64387	0	0.0103186	0	0	17.7099	0	25.6555	0	4.59696	0	0	17.1398	14.332	0.316508	6.10546	0	0	0	0	16.0916	7.46991	0	0	6.72323	7.27778	0	1.46245	6.20613	0	21.4934	13.0394	0	0	0	7.26872	0	12.5182	0	0	0	0	0	23.4105	0	0	0	22.68	0	5.63445	22.8823	0	0	0	15.3136	8.99599	0	8.90335	0	1.86591	0	2.12573	0	5.93571	5.70923	0	1.46649	5.01189	0	2.22118	0	0
ENST00000532073.5|ENSG00000156738.18|OTTHUMG00000167614.6|OTTHUMT00000395401.1|MS4A1-206|MS4A1|2560|protein_coding|	2560	2232.77	0	147.907	11.4649	0	0	0	0	0	0	0	0	0	0	3.72901	0	0	0	0	0	17.8754	0	21.9394	22.5571	0	0	5.00591e-06	7.30482	73.3228	188.71	24.2929	85.0012	0	163.04	248.055	138.715	335.669	17.9882	18.6659	39.4054	452.828	0	73.6194	50.3666	0	0	249.632	0.00341031	37.3861	122.119	106.829	0	51.8867	82.6798	42.7904	0	43.7786	17.6703	31.6311	0	87.9608	0	0	0	25.64	93.2144	44.2582	430.08	35.3728	0	214.696	0	0	261.962	234.32	225.89	0	0	50.1395	187.738	100.358
ENST00000345732.9|ENSG00000156738.18|OTTHUMG00000167614.6|OTTHUMT00000395398.4|MS4A1-201|MS4A1|3556|protein_coding|	3556	3228.77	173.55	0	1222.44	167.008	118.453	0	253.689	518.124	301.241	121.713	56.1637	0	441.499	175.022	287.59	130.172	0	302.584	25.1617	951.355	350.605	842.844	668.102	60.6813	127.874	600.627	464.301	454.011	705.757	687.608	52.302	118.465	0.00211132	186.991	669.158	96.3987	912.229	65.4484	456.985	416.44	371.768	109.13	256.775	606.826	342.974	457.933	162.589	0	252.773	35.8485	0	207.85	326.465	307.843	185.406	652.755	0	330.239	106.077	124.04	793.286	182.685	652.815	842.712	0	587.972	312.743	993.424	183.138	227.29	557.601	518.564	165.96	940.678	226.894	722.549	1234.42	70.1558	140.106	90.8218
ENST00000534668.6|ENSG00000156738.18|OTTHUMG00000167614.6|OTTHUMT00000395402.2|MS4A1-211|MS4A1|3467|protein_coding|	3467	3139.77	0	0	0	0	0	0	0	150.144	0	0	0	378.827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.061	0	0	1.41053e-07	0	161.094	0	4.17862e-05	0	24.8776	11.3318	0.181228	68.089	0	50.1365	0	27.5734	15.9525	0	122.288	360.481	10.9482	0	0	0	47.5144	409.539	0	0	0	0	0	0	17.5364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02533e-07	8.50731	0	0
ENST00000528313.1|ENSG00000156738.18|OTTHUMG00000167614.6|OTTHUMT00000395403.1|MS4A1-204|MS4A1|928|protein_coding|	928	602.42	0	0	73.9078	0	6.55654	0	62.6248	51.0466	94.4669	43.2331	0	48.172	2.18562	0	24.0415	0	3.26339	0	16.3349	233.843	33.8662	24.0173	0	0	8.89151	0	0	0	0	0	0	0	0	0	0	0	0	1.26421	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2013	0	0	0	0	1.15317	0	0	9.00552	48.6833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.019	0	0	0	0
ENST00000533306.6|ENSG00000156738.18|OTTHUMG00000167614.6|OTTHUMT00000395405.3|MS4A1-209|MS4A1|607|protein_coding|	607	294.111	0	0	101.44	45.0986	15.2697	0	15.6758	17.4719	23.3647	36.3652	20.0308	0	15.8147	0.384029	45.6554	51.2899	0	89.7693	4.52904	57.8081	58.9829	4.46145	111.812	22.8136	28.4656	59.897	0	0	107.864	35.7341	0	27.4044	5.00988	46.162	0	19.9672	93.1649	0	13.2393	60.9817	53.2898	0	0.0326184	86.8278	18.0285	31.283	16.6209	0	65.622	17.7721	0	25.108	0	12.9829	25.5542	47.8275	0	0	57.9782	34.3592	62.6879	20.7475	30.7298	60.9947	0	46.0401	2.52597	13.4191	10.3679	13.8132	102.007	57.1704	30.6668	82.3912	0	15.0895	23.3435	1.20041e-05	9.05162	4.4329
ENST00000674194.1|ENSG00000156738.18|OTTHUMG00000167614.6|OTTHUMT00000530800.1|MS4A1-212|MS4A1|2499|protein_coding|	2499	2171.77	124.697	97.2617	384.156	0	154.692	0	314.842	765.567	398.403	174.689	66.7952	455.001	106.074	0	223.564	0	0	0	43.9744	1102.28	0	544.29	961.212	88.3996	57.5998	966.893	259.631	679.799	2167.69	684.505	407.103	336.131	671.145	492.514	620.435	510.503	1141.63	280.594	691.696	1241.7	93.5249	199.114	555.853	657.816	250.909	1004.92	872.904	535.133	1014.54	171.55	0	453.982	213.666	494.581	378.04	684.943	11.1765	624.745	0	163.211	336.061	158.345	783.779	1440.48	357.786	514.832	1317.81	1309.92	158.993	1251.73	112.817	839.677	688.503	1225.74	125.281	341.584	120.514	157.891	622.953	421.621
ENST00000533540.5|ENSG00000109971.14|OTTHUMG00000166030.2|OTTHUMT00000387517.1|HSPA8-221|HSPA8|1826|protein_coding|	1826	1498.77	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.865	68	0	0	0	54	0	0	0	0	0	0	0	0	0	0
ENST00000534624.6|ENSG00000109971.14|OTTHUMG00000166030.2|OTTHUMT00000387518.1|HSPA8-224|HSPA8|2264|protein_coding|	2264	1936.77	582.796	0	1126	0	0	0	506.786	2151.03	313.121	0	0	1015.13	0	277.268	0	0	0	1057.51	2353.39	0	905.639	0	684.215	0	209.698	0	0	678.151	1065.9	191.193	150.521	0	248.046	0	464.119	802.371	860.809	75	821.674	636.659	92.1038	0	847.148	538.882	191.472	0.0955843	247.837	123.064	626.905	387.345	283.964	0	759.361	66.2579	290.322	961.578	1070.27	60.1823	0	78.7901	572	393.804	157.595	907.117	0	0	451.901	312.845	0	0	0	0	198.365	1530.52	24.8173	855.971	537.815	0	98.1076	1140.38
ENST00000227378.7|ENSG00000109971.14|OTTHUMG00000166030.2|OTTHUMT00000387521.1|HSPA8-201|HSPA8|2186|protein_coding|	2186	1858.77	0.00518828	0	547.527	0	0	0	95.1938	2.57774	22.8107	0	0	354.451	0	15.5017	0	0	0	65.4242	1177.73	0	6.34968	0	0.037247	0	341.492	0	0	40.9636	414.683	22.2008	23.2683	0	120.914	0	104.575	397.035	578.476	0	7.1285	722.937	295.869	0	706.113	255.818	139.514	230.215	66.2147	165.053	433.507	0.644865	288.349	0	398.529	333.534	590.639	265.683	330.068	174.035	34	69.2099	0.000155088	18.191	153.321	0.0142827	6.44854	0	282.65	115.155	0	0	0	0	52.6704	378.807	13.077	6.48245	510.378	0	49.8924	78.6187
ENST00000534319.5|ENSG00000109971.14|OTTHUMG00000166030.2|OTTHUMT00000387522.1|HSPA8-222|HSPA8|1884|protein_coding|	1884	1556.77	0	0	0	0	0	0	0	0	0	0	0	111.044	0	0	0	0	0	0	0	0	0	0	0	0	0.000297102	0	0	0	0	40.2097	0	0	0	0	0	0	373.263	0	0	0	8.42883e-07	0	0	0	0	34.1467	2.04891e-08	0	0	0	19.3511	0	0	49.1896	0	0	0	0	0	0	0	0	85.3658	0	89.6863	0	0	0	0	0	0	0	0	0	1.10567	0	0	0	0	1.11058
ENST00000524552.5|ENSG00000109971.14|OTTHUMG00000166030.2|OTTHUMT00000387524.2|HSPA8-203|HSPA8|963|protein_coding|	963	637.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	484.608	0	0	0	0	0	0	0	0	0	2.43153	0	0	0	0	3	0	0	0	0	0	0	0	0	2.62436	0	0	0	0	0	0	0	0	0	0	72.1551	0	0	5.90923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000525624.5|ENSG00000109971.14|OTTHUMG00000166030.2|OTTHUMT00000387535.2|HSPA8-206|HSPA8|1048|protein_coding|	1048	720.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	4.44758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55285	0	0	0	12	0	0	0	0	3.47751	0	0	0	0	0	0	13.8551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000530391.1|ENSG00000109971.14|OTTHUMG00000166030.2|OTTHUMT00000387540.2|HSPA8-213|HSPA8|648|protein_coding|	648	331.239	0	0	0	0	0	0	0	0	0	0	0	34.8698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000546500.5|ENSG00000135486.18|OTTHUMG00000169702.4|OTTHUMT00000405474.2|HNRNPA1-203|HNRNPA1|4121|protein_coding|	4121	3793.77	0	0.0200816	0	105.12	9.46024	20.0656	60.0134	64.3015	6.40648	101.766	7.427	95.5149	37.5513	0	56.8192	67.7447	0	0	32.0993	4.26546	12.8799	28.8049	0	31.8347	42.3955	213.524	16.987	107.639	0	32.568	0	15.918	36.6352	2.86758	0.0178372	3.82951	0	0	13.17	0	41.3928	0	12.9724	38.3317	0.24185	30.2316	43.3116	0	80.189	0	12.9461	17.4726	45.0268	4.5553	14.2141	4.14033	1.03148e-08	8.66648	23.0785	12.4213	73.5058	0	0	45.229	122.971	16.8982	0	69.065	11.9616	29.8198	15.3626	11.6589	10.4952	3.30125	48.5926	30.2914	7.17589	25.471	73.1541	2.49257
ENST00000340913.11|ENSG00000135486.18|OTTHUMG00000169702.4|OTTHUMT00000405480.1|HNRNPA1-202|HNRNPA1|3744|protein_coding|	3744	3416.77	0	26.4538	45.3822	68.3074	0	24.0364	3.30721e-06	1.95051e-07	58.4568	0	193.348	0	0	69.2459	0	0	53.4414	308.694	9.65108	81.1569	0	0	0	0	0	2.68899	0	34.8745	76.0925	3.27503e-08	57.8914	119.889	0	3.8284e-06	11.9554	0	6.32217	3.44883	191.837	22.5552	0.00373429	0	0	24.418	10.0774	8.40396e-08	1.73448	7.01867	0	0	130.602	0	0	0	0	0	9.35165	0	0	0	0	177.816	115.904	0.0987452	0	1.75426	13.2333	0	38.6266	0	0	251.988	0	115.474	11.9189	5.60125e-07	0	0	0	90.2204
ENST00000330752.12|ENSG00000135486.18|OTTHUMG00000169702.4|OTTHUMT00000468217.1|HNRNPA1-201|HNRNPA1|1294|protein_coding|	1294	966.766	100.641	203.712	211.936	564.893	215.757	268.984	320.95	114.641	304.99	544.345	776.555	424.843	219.822	210.59	187.494	290.511	204.772	252.078	747.538	108.873	183.23	462.261	166.433	206.003	94.7819	294.592	192.364	204.137	203.292	224.761	5.79258	143.778	229.477	27.2804	162.214	44.6557	134.091	101.751	194.53	0	98.9288	136.462	69.8729	434.181	87.6892	225.527	406.831	0	390.28	0	99.9164	185.285	332.678	151.955	222.928	40.5353	79.1393	62.5299	147.536	27.9915	719.525	560.662	146.006	302.092	371.734	158.853	108.44	248.812	202.264	320.676	71.5151	294.307	252.499	322.94	601.537	130.133	131.326	94.8999	172.631	57.3683
ENST00000547276.5|ENSG00000135486.18|OTTHUMG00000169702.4|OTTHUMT00000405485.3|HNRNPA1-204|HNRNPA1|1539|protein_coding|	1539	1211.77	5.7774	261.309	224.879	894.861	0	256.776	101.592	298.912	445.281	710.2	91.5812	1158.51	698.483	220.53	409.294	260.886	2268.5	524.322	0	948.315	0	106.117	0	162.613	291.376	680.268	239.509	307.6	0	90.3447	22.4283	185.539	582.639	102.039	315.947	26.2193	0.836397	0	244.836	13.5645	188.38	224.602	115.942	282.837	39.3041	189.843	160.445	19.7691	394.075	0	84.5526	138.526	477.892	178.751	0	0	46.5323	24.3954	384.127	124.924	126.792	33.812	183.775	358.684	550.677	0	204.612	484.335	149.483	297.537	115.14	193.714	0	459.645	481.682	18.2367	0	185.527	454.216	245.404
ENST00000548688.5|ENSG00000135486.18|OTTHUMG00000169702.4|OTTHUMT00000405739.1|HNRNPA1-208|HNRNPA1|711|protein_coding|	711	390.249	14.7195	13.5145	0	0	0	0	3.01823e-06	0	0	0	0	0	0	16.644	0	50.5752	0	0	0	0	0	0	0	0	20.6595	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2826	3.8333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4317	16.3079	0	0	0	0	0	0	0	0	0	0	0	5.86043	33.3641	0	0	7.13291
ENST00000550994.1|ENSG00000135486.18|OTTHUMG00000169702.4|OTTHUMT00000405740.1|HNRNPA1-210|HNRNPA1|569|protein_coding|	569	260.978	13.9776	16.6859	0	0	0	0	0	0	0	0	0	0	0	11.0109	0	61.5459	5.96051	0	0	0	0	0	0	0	20.1255	0	0	0	0	0	1.85476	0	0	0	0	0	0	0	29.4773	12.4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8255	5.8962	0	0	0	2.03342	0	0	0	0	0	0	0	17.9492	43.8961	0	0	20.4206
ENST00000550482.1|ENSG00000135486.18|OTTHUMG00000169702.4|OTTHUMT00000405741.1|HNRNPA1-209|HNRNPA1|832|protein_coding|	832	507.801	0	0	23.7162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.949	0	0	0	24.0433	0	0	0	10.3013	0	0	0	17.6115	0	0	0	0	0	0	52.1614	7.71365	0	0.000154296	0	1.7997	0	0	0	0	0	46.4686	6.0384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000501597.3|ENSG00000229117.9|OTTHUMG00000170183.2|OTTHUMT00000407820.1|RPL41-202|RPL41|469|protein_coding|	469	180.906	965	824	464	812.761	667.539	905	754.237	1093	1007.94	685.994	807.943	671.364	556.92	1070	967	562	1363.07	1178.3	2250.32	555.883	746.195	594	1843.84	648.232	1089	727.297	686.849	181.438	710	508	161.912	245.222	532.007	578	559.765	706.133	494.571	579	704.854	390	222.362	315.9	362	372.997	367.942	452	395.836	144	208	395.898	489.769	494.038	403	695.473	251.097	456.718	238.433	167	1221.22	631.672	378	145	288.978	433.883	366.835	564.355	545	265.792	606.785	1069.93	120.322	658.909	354	627.912	378.664	664.433	656	239.02	529	598.767
ENST00000546591.6|ENSG00000229117.9|OTTHUMG00000170183.2|OTTHUMT00000407819.2|RPL41-204|RPL41|676|protein_coding|	676	357.218	0	0	0	0	6.46073	0	6.81642	0	104.491	1.65445	0	30.6365	0	0	0	0	0	1.69675	1.68156	5.04827	11.8052	0	1.59346	180.768	0	0	0	59.0949	0	0	0	17.3259	0	0	5.05909	0	10.1587	0	9.78405	0	0	0	0	47.8269	35.0581	0	0	0	0	0	0	30.9622	0	0	10.9026	44.0696	51.7673	0	1.70457	11.0917	0	0	20.7074	0	0	41.6452	0	0	3.2677	0	0	11.5337	0	0	64.6183	4.9181	0	32.9803	0	0
